,Username,Can be bet on?,# Of Times Top in a Category,# Of Times Top in a Category (ALL SHEETS),AVIATE_ONE_CM,ANIMALS_BRED,BELL_RING,BOAT_ONE_CM,CLEAN_ARMOR,CLEAN_BANNER,CLEAN_SHULKER_BOX,CLIMB_ONE_CM,CROUCH_ONE_CM,DAMAGE_ABSORBED,DAMAGE_BLOCKED_BY_SHIELD,DAMAGE_DEALT,DAMAGE_DEALT_ABSORBED,DAMAGE_DEALT_RESISTED,DAMAGE_RESISTED,DAMAGE_TAKEN,DEATHS,DROP,EAT_CAKE_SLICE,ENCHANT_ITEM,FALL_ONE_CM,FILL_CAULDRON,FISH_CAUGHT,FLY_ONE_CM,HAPPY_GHAST_ONE_CM,HORSE_ONE_CM,INSPECT_DISPENSER,INSPECT_DROPPER,INSPECT_HOPPER,INTERACT_WITH_ANVIL,INTERACT_WITH_BEACON,INTERACT_WITH_BLAST_FURNACE,INTERACT_WITH_BREWINGSTAND,INTERACT_WITH_CAMPFIRE,INTERACT_WITH_CARTOGRAPHY_TABLE,INTERACT_WITH_CRAFTING_TABLE,INTERACT_WITH_FURNACE,INTERACT_WITH_GRINDSTONE,INTERACT_WITH_LECTERN,INTERACT_WITH_LOOM,INTERACT_WITH_SMITHING_TABLE,INTERACT_WITH_SMOKER,INTERACT_WITH_STONECUTTER,JUMP,LEAVE_GAME,MINECART_ONE_CM,MOB_KILLS,NAUTILUS_ONE_CM,OPEN_BARREL,OPEN_CHEST,OPEN_ENDERCHEST,OPEN_SHULKER_BOX,PIG_ONE_CM,PLAY_NOTEBLOCK,PLAY_RECORD,PLAYER_KILLS,POT_FLOWER,RAID_TRIGGER,RAID_WIN,SLEEP_IN_BED,SNEAK_TIME,SPRINT_ONE_CM,STRIDER_ONE_CM,SWIM_ONE_CM,TALKED_TO_VILLAGER,TARGET_HIT,TIME_SINCE_DEATH,TIME_SINCE_REST,TOTAL_WORLD_TIME,TRADED_WITH_VILLAGER,TRIGGER_TRAPPED_CHEST,TUNE_NOTEBLOCK,USE_CAULDRON,WALK_ON_WATER_ONE_CM,WALK_ONE_CM,WALK_UNDER_WATER_ONE_CM
398,maringam,True,0.0,0.0,"9,269,510",2,,"290,891",,,,"16,158","130,965",,"3,832","74,341",,,295,"17,829",7,766,,74,"276,374",,,"1,891,129",,"55,834",5,,6,24,,75,4,2,,202,141,58,7,,6,44,32,"11,488",36,,"6,816",,228,"1,197",54,120,,,,,,,,20,"38,538","2,892,750",,"201,206",14,,"73,151","13,137","1,122,383",34,2,2,,"122,940","2,900,678","235,381"
401,DaveyTango,True,0.0,0.0,,,1,"388,435",,,,"94,705","57,972",,"2,982","17,972",,,12,"10,302",10,50,,,"260,824",,,"1,201,305",,,1,1,1,4,,18,,,1,57,45,2,8,2,,,12,"7,235",24,,967,"48,114",277,160,9,342,,,36,,1,,,1,"21,740","1,720,205",,"101,784",15,,"209,193","56,387","1,107,180",28,,,,"87,924","2,222,269","81,697"
402,Mondblume_,True,0.0,0.0,,27,,,,,,"1,063","79,000",,"2,700","30,045",,,29,"7,239",9,14,,2,"453,036",,,"2,555,580",,,,,,,,,,,,199,135,,2,,,,,"14,735",14,,223,,127,691,1,3,,,1,,2,,,16,"29,965","2,302,239",,"29,711",1,,"383,279","70,684","1,106,257",,,,8,"119,680","3,265,559","76,047"
405,SoVexed,True,0.0,0.0,,31,24,"715,767",,,,"18,767","141,033",,,"64,287",,,153,"12,547",2,204,,40,"1,068,111",,,"9,272,263","156,175",,4,1,1,3,,25,,,,120,45,25,3,,,78,,"33,255",15,,652,,18,145,4,119,,,,,,,,12,"44,365","4,522,898",,"1,006,484",4,,"201,514","16,166","1,057,237",,,,,"100,474","1,133,891","35,728"
414,Troldeskov,True,0.0,0.0,,1,5,"885,851",,,,"9,811","13,403",,"1,890","11,410",,,50,"4,674",2,21,,,"112,565",,,"569,740","284,056","1,444,949",2,6,,2,,,10,,,106,69,1,8,1,,4,8,"5,394",11,,74,,404,212,27,110,,,3,,,,,15,"6,774","393,963",,"65,299",15,,"238,228","22,745","986,557",,,4,,"18,427","4,306,348","24,620"
419,AquaaW,True,0.0,0.0,"9,474,189",,,"81,710",,,,771,"538,224",,,"42,679",,,181,"9,422",3,229,,,"327,013",,,"1,622,727",,,,16,40,36,1,,,,,102,89,,13,,5,,,"10,671",27,,"1,810",,389,"1,114",9,218,,,,,,,,20,"83,642","1,246,835",,"48,071",,,"326,383","1,475","948,335",,1,2,,"29,108","3,246,500","35,051"
420,repensluvsyou,True,0.0,0.0,,,,"683,080",,,,"2,987","87,293",,"5,832","24,904",,,2,"6,354",3,167,,,"253,181",,,"2,008,806",,,,,,,,,,,,68,37,,3,,,,,"11,494",14,,136,,20,55,5,29,,,,,,,,9,"34,724","1,181,164",,"189,981",10,,"399,585","7,018","945,545",,,,,"112,504","2,061,436","65,764"
423,natbesosilly,True,0.0,0.0,"3,772,474",,,"606,573",,,,"13,958","138,498",,"1,348","24,514",,,19,"7,994",7,244,,8,"538,779",,,"5,122,882",,,2,6,,16,,,,,,51,77,1,14,,2,,,"20,146",16,,157,,166,199,5,128,,,,,,,,3,"43,250","3,913,318",,"492,392",,,"485,024","5,973","935,107",,,2,,"136,865","2,313,979","59,779"
425,MonkaSaddd,True,0.0,0.0,,,2,,,,,"22,847","9,078",,,"3,686",,,,"12,007",32,26,,,"116,402",,,"278,054",,,,,,,,,,,,31,25,,,,,,,"2,075",20,,25,,13,171,5,13,,,,,,,,11,"2,901","491,544",,"23,477",,,"33,596","33,628","923,605",,,,,"31,052","1,007,250","13,335"
428,halodeer,True,0.0,3.0,,4,,"1,629,053",,,,"18,414","21,077",,"1,030","12,913",,,9,"6,448",2,130,,,"97,179",,,"814,969",,,1,,5,,,2,,,,140,198,2,1,,1,,1,"5,736",6,,65,,68,253,3,72,,,,,,,,32,"16,519","822,032",,"256,692",76,,"23,878","12,484","883,965",86,,,2,"219,202","2,510,185","575,235"
430,Duckstir,True,0.0,3.0,,,,"933,779",,,,"11,337","52,074",,"7,740","79,545",,,4,"13,515",3,247,,10,"727,676",,,"5,235,253",,,26,,3,1,,101,,,,120,152,5,4,,2,,,"22,533",7,,564,,51,382,90,176,,,,,,,,1,"26,788","2,848,859",,"325,371",4,,"72,561","11,284","869,807",,,,,"93,797","1,637,792","138,121"
432,lynnxultra,True,0.0,0.0,,1,,"1,728,855",,,,"1,411","59,173",,,"10,721",,,2,"4,827",5,12,,,"147,032",,,"1,088,899",,,,1,2,,,,,,,84,73,,10,,,,,"7,854",6,,78,,23,190,31,39,,,,,,,,36,"25,321","978,380",,"167,384",16,,"216,403","37,595","843,036",5,,,,"87,740","2,451,116","39,678"
435,Asagraum,True,0.0,0.0,29,,,"728,265",,,,"14,380","33,195",,,144,,,,"1,628",,141,,,"134,563",,,"759,910","5,670,195","50,136",,2,1,,,,,,,3,,,16,,2,,,"5,026",16,,1,,148,183,4,121,,168,11,,,,,8,"8,140","1,098,085",,"58,868",,,"839,952","1,125","839,952",,,53,,"36,729","3,202,807","27,063"
437,hazardsematary,True,0.0,0.0,,,,"476,461",,,,"46,241","123,789",,"7,106","9,320",,,34,"2,726",2,24,,,"203,109",,,"1,596,622",,,,2,,,,,,,,59,40,,13,,1,,,"7,796",3,,55,,57,168,4,39,,,,,,,,10,"42,106","1,107,708",,"41,314",2,,"274,306","11,314","822,312",,1,,,"74,693","1,804,651","16,383"
439,Rooster_777,True,0.0,0.0,"6,193,495",,,"201,681",,,,"19,587","66,487",,"6,622","160,743",,,302,"12,324",1,316,,118,"508,327",,,"3,231,418",,,2,,2,16,,1,,,2,56,34,44,1,,17,,,"15,081",15,,"5,639",,256,165,149,99,,,,8,,,,,"20,826","2,301,508",,"124,578",15,,"789,703","133,540","804,492",4,8,,,"98,162","1,808,230","121,464"
440,vanitteking,True,0.0,0.0,,,,"554,115",,,,"70,441","25,714",,"1,370","6,365",,,8,"2,843",2,9,,,"37,631",,,"76,778",,,,,,,,,,,,74,47,,,,,4,6,"3,229",6,,45,,16,148,1,6,,,,,3,,,15,"20,964","682,461",,"1,611",,,"151,430","40,097","801,588",,,,,"43,586","2,966,798","28,636"
441,allysunnn,True,0.0,0.0,"764,467",1,,"531,549",,,,"19,294","7,766",,"6,396","10,104",,,48,"9,341",18,49,,20,"346,243",,,"1,671,141",,"4,704",,2,7,5,,25,,,1,60,48,17,13,,2,1,1,"7,942",8,,"2,547",,115,368,30,160,,,,,,,,12,"7,932","949,698",,"45,281",29,,"101,966","102,012","797,592",45,13,1,,"63,545","1,868,352","224,887"
449,qwefoli,True,0.0,0.0,,,,"301,063",,,,"25,261","112,249",,"4,368","12,188",,,79,"5,922",13,68,,,"125,642",1,,"980,932",,,,,,,,,,,,107,177,,3,,,,25,"6,088",39,,81,,13,97,,150,,,,,5,,,6,"40,304","1,390,283",,"16,436",,,"6,393","2,139","730,304",,,,,"30,526","1,732,548","6,016"
451,LMan458,True,0.0,0.0,"398,878",,,"1,026,883",,,,"2,494","56,301",104,"8,850","23,035",,,30,"16,784",28,11,,,"570,126",,,"3,360,986",,,,,,,,,,,,121,162,,5,,,,,"18,229",13,,157,,74,28,27,3,,1,,,,,,12,"27,733","1,849,690",,"308,005",1,,"3,420","3,504","705,328",,,22,,"157,724","1,673,606","97,419"
454,GoodUbu,True,0.0,0.0,,,1,"1,644,687",,,,"28,065","25,304",,420,"32,825",,,53,"6,605",3,82,,2,"157,766",,81,"1,424,197",,,,,,17,,,,,,77,110,3,18,,8,,5,"7,593",10,"40,999","3,143",,119,396,7,84,,,11,,1,,,7,"9,505","1,171,571",,"135,149",34,,"32,870","9,464","667,432",9,1,8,,"100,871","2,776,832","141,333"
456,KargoMC,True,0.0,0.0,"1,805,823",,,"145,078",,,,"4,980","30,302",31,"5,048","14,215",,,173,"9,500",14,58,,3,"225,832",,,"1,529,210",,"42,956",,,,,,,,,,40,48,2,8,,1,,,"7,165",18,,610,,36,76,7,146,,,,,,,,16,"13,920","1,307,265",,"51,962",18,,"11,573",427,"655,383",25,,,,"32,033","1,325,232","24,096"
460,HoneyToad,True,0.0,3.0,,2,,"1,361,246",,,,"33,190","83,641",,"6,234","17,089",,,,"8,216",15,38,,,"211,612",,,"1,345,857",,"1,740,058",,,,,,38,,,,61,94,,,,,4,21,"7,164",18,,96,,3,175,,35,,,,,,,,15,"27,944","1,442,284",,"72,561",16,,"18,413","6,709","611,689",23,,,,"58,671","1,746,613","58,793"
463,Ok4489,True,0.0,0.0,"9,519,783",,,"926,272",,,,"1,009","7,736",,996,"4,225",,,,"6,135",10,34,,,"249,898",,,"1,885,668",,,6,4,38,1,,,,,,40,50,,1,,1,,,"9,482",11,,28,,7,239,,77,,,,,,,,15,"3,084","1,609,953",,"290,523",,,"19,264","19,299","605,240",,,,,"82,087","1,669,620","37,641"
465,rishanks23,True,0.0,0.0,"11,904,533",,,"35,513",,,,"2,792","24,903",,"2,026","50,547",,,59,"14,111",5,158,,,"223,006",,,"719,932",,765,1,18,1,9,,,,,,9,,,4,,2,,,"5,257",7,,253,,77,101,2,153,,,,,,,,1,"12,197","1,323,745",,"177,062",21,,"65,252","12,900","588,211",14,,29,,"95,488","772,206","58,468"
469,Rosa_Violet,True,0.0,0.0,"316,133",,5,"1,144,966",,,,"1,494","8,385",,"2,864","7,714",,,,"4,814",5,49,,,"265,495",,,"2,254,633",,,,,,,,,,,,45,36,,5,,,,,"10,574",10,,101,,9,75,2,48,,,,,,,,22,"5,888","1,598,550",,"107,038",1,,"3,961","3,992","576,761",,,5,,"88,371","1,166,510","68,444"
470,Its__elle,True,0.0,0.0,,,,,,,,"17,703","1,782",,,"3,046",,,12,"6,377",5,19,,,"110,165",,,"639,380",,,,,,3,,4,,,,33,67,2,5,,,6,,"4,237",18,,13,,75,760,40,107,,,,1,,,,21,"2,022","2,249,566",,"66,458",,,"262,740","2,959","568,860",,,,,"44,562","1,245,736","42,415"
479,biologybirb,True,0.0,0.0,,,,"779,026",,,,"75,089","39,625",,,"5,764",,,182,"6,714",9,17,,,"181,116",,,"1,233,352",,,,,,,,,,,,64,77,,18,,,,,"6,968",8,,45,,41,144,12,30,,,,,,,,14,"16,330","1,245,886",,"33,874",,,"142,620","2,743","529,497",,,4,,"44,585","1,104,430","20,641"
491,ARandomGuitar,True,0.0,0.0,"3,562,897",,,"323,490",,,,"9,092","88,686",,270,"21,792",,,137,"5,859",8,51,,30,"268,102",,,"1,796,457",,,1,1,1,8,,,4,,,39,34,10,5,,2,,,"8,611",8,,"1,257",,52,96,10,147,,,,,,,,3,"20,904","1,151,866",,"26,699",1,,"354,441",549,"493,143",,,,,"39,726","1,074,507","24,810"
495,MoistRoomba,True,0.0,0.0,"561,012",,,"420,271",,,,"5,390","125,292",,,"23,052",,,2,"3,713",,17,,,"183,722",,,"1,601,357",,,,,,,,,3,,,15,10,,6,,,,,"6,380",4,,469,,39,115,2,29,,,,,,,,21,"32,566","1,381,822",,"18,202",3,,"483,145","22,088","483,212",,,,,"15,364","1,616,568","18,522"
500,Callumc1401,True,0.0,0.0,"2,157,261",,,"243,663",,,,"13,351","55,047",,"3,068","2,857",,,149,"1,720",,48,,9,"98,854",,,"1,206,266",,,1,,1,13,,,,,,25,,7,10,,,,,"4,708",22,"107,424",18,,186,60,17,181,,13,,,,,,5,"13,708","913,831",,"4,713",2,,"466,894","10,964","466,894",,,24,,"17,721","1,482,124","42,536"
501,moonlightmandate,True,0.0,2.0,,8,,"1,429,802",,,,,121,,"2,848","6,131",,,,"2,669",4,28,,,"74,063",,,"191,275",,,,,,,,3,,,,18,19,,,,,1,,"3,240",5,,44,,2,67,,4,,,,,,,,5,88,"985,685",,"91,111",,,"309,913","9,479","466,219",,,,,"45,029","917,170","15,797"
503,HayItzTayTay,True,0.0,0.0,,,,,,,,,"38,219",,,"3,242",,,,"1,674",,5,,,"64,023",,,"568,050",,,,,,,,,,,,34,34,,3,,,,,"3,011",7,,19,,21,235,6,3,,,,,,,,14,"10,337","360,842",,"7,077",,,"460,672","17,334","460,672",,,,,"2,928","1,068,937","2,265"
507,Fryktion,True,0.0,0.0,,,,,,,,203,196,,,927,,,4,588,2,,,,"15,372",,,"323,419",,,,,,,,,,,1,,,,3,,1,,,"1,037",2,,6,,15,21,2,7,,,,,,,,,309,"281,137",,781,,,"4,664","4,723","448,115",,2,,,558,"288,725","3,422"
511,Juiso,True,0.0,0.0,,,,"206,558",,,,"9,833","49,413",,"2,043","8,960",,,,"3,761",,2,,,"120,125",,,"845,441",,,,,,,,,,,,38,33,3,,,,,,"4,694",11,,56,,3,175,,19,,,,,,,,7,"15,886","840,963",,"90,252",,,"421,201","2,770","421,201",,,,,"29,351","908,532","3,282"
514,jrdn21,True,0.0,0.0,,,,"657,454",,,,"3,387","30,872",10,,"19,978",,,8,"4,661",1,19,,,"359,444",,,"2,821,178",,,,,,,,,,,,36,75,,4,,1,,,"11,166",5,,114,,194,65,5,13,,,,,,,,1,"12,975","1,441,397",,"94,451",1,,"218,844","127,168","416,392",,,6,,"32,345","741,419","28,255"
516,chalizce,True,0.0,0.0,,,,"850,706",,,,"22,169","132,815",,"7,384","8,918",,,62,"1,045",,54,,,"120,126",,,"1,175,186",,"178,350",,,2,5,,,,,1,42,14,,,,,,1,"5,358",5,,53,,21,231,11,181,,,1,,,,,9,"29,663","1,314,118",,"46,796",2,,"410,184","58,232","410,184",,5,,,"19,688","893,151","23,955"
517,RyanHAM148,True,0.0,0.0,,15,,"75,809",,,,"8,116","57,164",,,"4,369",,,,"3,186",6,1,,,"139,579",,,"690,183",,,,,,,,,,,,52,13,,,,,,,"5,291",8,,23,,1,89,,4,,,,,,,,8,"17,363","757,034",,"12,967",,,"18,680","2,817","408,674",,,,,"15,260","1,547,400","21,975"
527,Dr4coFre4kz,True,0.0,0.0,,,,,,,,"19,160","43,322",,"1,020","3,092",,,,"3,235",5,21,,,"123,860",,,"669,997",,"7,118,603",,,,,,,,,,25,,,,,,,9,"4,003",19,,19,,24,21,,4,,,,,,,,8,"21,925","271,099",,"52,010",,,"118,545","11,935","361,373",,5,,,"34,160","494,207","15,029"
528,nohugpls,True,0.0,0.0,,,,"1,845",,,,"4,669","52,645",40,360,"13,970",,,4,"6,157",5,75,,,"215,487",,,"1,104,027",,"3,309,403",,,,,,,,,,56,88,,,,,,23,"6,321",7,,109,,18,73,1,5,,,,,,,,7,"19,132","677,357",,"43,658",1,,"291,245","11,889","359,963",,,,,"62,370","808,613","14,902"
529,meowzombiez,True,0.0,0.0,"518,456",,,,,,,"8,590","3,256",,,766,,,5,"1,570",2,23,,,"22,445",,,"18,026",,,,,,,,,,,,16,,,,,,,,"1,091",2,,7,,68,37,7,17,,,2,,,,,7,"2,458","155,726",,71,,,"18,529","3,968","354,335",,,,,"3,952","1,594,092","7,154"
535,Vertigo_exe,True,0.0,0.0,"2,879,736",,,"271,883",,,,"1,090","24,435",,"5,436","16,015",,,11,"4,194",1,80,,,"159,095",,,"1,074,620",,,,,,,,,,,,23,2,,9,,,,,"4,859",5,,84,,154,42,24,38,,,,,,,,3,"9,646","851,648",,"123,273",,,"267,885","54,553","338,688",,2,2,,"39,760","476,347","38,722"
544,.kiwiii6971,True,0.0,0.0,,,,"37,556",,,,339,"21,877",,,"2,419",,,,"1,644",5,5,,,"47,922",,,"40,919",,"1,437,768",,,,1,,,,,,23,27,,,,,,,"2,782",6,,21,,20,32,3,30,,,,,,,,7,"14,220","271,371",,"17,853",,,"9,501","9,547","320,531",,,,,"69,736","1,400,746","25,334"
546,Xpression,True,0.0,0.0,,,,"157,990",,,,"1,094","33,023",,"1,788","23,705",,,2,"4,256",,53,,,"121,062",,,"758,796",,,,,,,,,,,2,20,28,,,,,,4,"3,981",4,,138,,5,67,2,33,,,,,,,,2,"13,620","483,792",,"26,150",1,,"306,795","37,782","306,795",,,,,"46,029","816,085","10,621"
550,Kiwi_wewe,True,0.0,0.0,"1,067,118",,,"18,696",,,,"3,929","12,151",,"8,176","12,151",,,20,"3,644",3,34,,2,"184,921",,,"1,666,563",,,,,,8,,,,,,27,37,1,,,2,,,"6,806",5,,578,,77,21,22,35,,,,,,,,,"5,340","924,720",,"121,424",,,"226,956","15,884","303,264",,1,6,,"47,584","543,904","54,394"
552,TheGrumpyRogue,True,0.0,0.0,,,,"118,285",,,,"5,842","4,399",,"4,048","4,213",,,,"2,964",5,10,,,"37,236",,,"31,980",,513,,,,,,,,,,48,40,,6,,,,,"2,349",11,,30,,60,35,5,1,,,,,,,,17,"1,102","221,089",,"33,860",1,,"2,661","1,698","299,482",,,,,"25,996","1,849,723","11,179"
553,bobshankle,True,0.0,0.0,,,,490,,,,"4,149","20,942",,,"8,347",,,102,"4,081",3,20,,,"161,390",,,"771,347",,24,,,1,,,2,,,,30,54,,,,,1,3,"5,294",6,,81,,47,63,26,65,,,,,,,,9,"7,458","639,852",,"30,927",,,"5,334","5,018","298,328",,1,,,"28,072","692,223","13,809"
563,Bekcat,True,0.0,0.0,,,,"252,669",,,,"1,116","4,695",,"3,720",367,,,,481,,11,,,"7,285",,27,"79,972",,"5,029,367",,,,1,,,,27,,10,1,,,,,,,946,1,,2,,34,91,7,7,,,,,3,,,14,"2,441","366,086",,,,,"262,431","18,854","262,431",,,,,"15,687","767,567",270
574,dannydoggx,True,0.0,0.0,,,,"442,040",,,,473,"17,640",,80,"5,101",,,,"2,640",4,,,,"46,895",,,"600,056",,,,,,,,,,,,1,3,,22,1,,,,"2,810",6,,24,,14,38,3,4,,,,,,,,1,"5,884","660,085",,"63,026",2,,"25,097","25,188","236,934",,1,,,"63,706","715,220","31,659"
579,GraduallyMelon,True,0.0,0.0,,,,"78,843",,,,158,"19,950",28,"1,776","22,297",,,,"2,076",3,33,,,"122,226",,,"749,152",,,,,,,,,,,,19,25,,,,,,1,"4,030",11,,137,,2,25,4,37,,,,,,,,7,"9,632","670,976",,"93,032",,,"10,704","10,735","222,493",,,,,"20,363","511,788","4,933"
588,eely_,True,0.0,0.0,,,,"201,958",,,,156,"38,552",,,"1,017",,,32,"1,708",,4,,,"130,602",,,"727,629",,"5,607",,,,,,,,,,41,19,,,,,,,"3,412",4,,4,,117,21,,,,,,,2,,,7,"11,232","386,184",,"8,942",,,"200,874","3,050","200,874",,,,,"9,584","448,424","26,780"
593,TunaBeef,True,0.0,0.0,"1,675,021",,,"134,036",,,,"3,422","13,905",,,"10,941",,,12,"3,429",1,30,,,"74,144",,,"671,168",,,,,,1,,,,,,9,,,1,,,,,"2,924",5,,65,,261,9,,22,,,,,,,,,"4,262","517,460",,"11,713",,,"51,846","17,956","196,899",,,8,,"13,979","314,472","33,013"
598,Tiziqn,True,0.0,0.0,,,,"220,861",,,,"2,662","47,354",40,354,"12,268",,,,"3,240",2,20,,,"106,176",,,"832,736",,,6,,,,,,,,,37,27,,,,,,,"3,797",2,,51,,7,79,1,10,,,3,,,,,,"13,067","464,493",,"24,618",,,"75,401","7,484","185,173",,,,,"13,875","410,268","2,782"
600,Renskel,True,0.0,0.0,,,,"955,641",,,,,"11,214",,420,"1,513",,,,620,1,8,,,"38,897",,,"322,345",,,,,,,,,,,,2,,,1,,,,,"1,444",8,,12,,50,14,3,17,,,,,,,,1,"4,124","270,049",,"44,193",,,"98,360","13,961","181,330",,,,,"21,323","493,987","1,324"
605,nate_phoenix32,True,0.0,0.0,,,,"364,080",,,,186,536,,390,600,,,,665,,4,,,"20,960",,,"103,760",,426,,,,,,1,,,,8,12,,4,,,,,"1,284",5,,5,,28,36,13,14,,,,,,,,4,"1,479","585,855",,"5,786",,,"172,464","12,600","172,464",,,,,"8,891","724,653","2,586"
606,Ticucit,True,0.0,0.0,,,,"1,079,457",,,,"3,024","7,788",,"2,070","1,208",,,,"1,157",1,6,,,"132,381",,,"887,473",,,,,,,,,,,,2,,,,,,,,"3,493",2,,8,,1,9,1,4,,,,,,,,7,"3,064","383,533",,"17,982",1,,"3,089","3,167","171,507",,,,,"15,217","163,632","2,279"
609,Shade269,True,0.0,0.0,,,,"342,924",,,,,398,,,"3,020",,,,"1,096",,,,,"29,439",,,"216,240",,,,,,,,,,,,1,2,,1,,,,,858,5,,20,,14,63,,1,,,,,,,,5,266,"225,413",,"5,447",,,"164,313","29,281","164,313",,,,,"7,910","126,466",524
615,umthisisawendys,True,0.0,0.0,,,,"51,988",,,,"5,307","5,016",,,375,7,,6,219,,4,,,"35,953",,,"239,156","19,517",,,2,,,,,,,,,,,7,,,,,"1,150",4,,59,,46,15,2,18,,,,,,,,1,"4,347","241,930",,"1,904",,,"158,765","112,082","158,765",,,1,,"2,553","310,795","35,592"
616,BioGlitchz,True,0.0,0.0,,,,"400,695",,,,366,"13,496",,"1,684",913,,,,390,,,,,"56,327",,,"413,541",,,,,,,,,,,,7,13,,2,,,,,"2,212",3,,6,,4,21,,1,,,,,,,,4,"4,308","283,171",,"27,267",,,"158,371","12,755","158,371",,,,,"22,171","409,165","9,259"
617,FemboyLucci,True,0.0,0.0,,,,"1,242,628",,,,,"3,373",,,399,,,6,930,2,1,,,"63,580",,,"489,206",,"1,058",,,,,,,,,,4,,,,,,,,"1,952",5,,4,,3,11,4,18,,,,,,,,,"1,489","182,191",,"40,456",,,"29,727","13,437","157,673",,,,,"15,504","101,309","10,109"
618,cosmicclowny,True,0.0,0.0,,,,"4,880",,,,910,"1,063",,"1,366","11,423",,,,"4,033",4,12,,,"32,130",,,"170,219",,,,,,,,,,,,10,18,,3,,,,,"1,981",1,,57,,4,,1,14,,,,,,,,3,"2,564","403,024",,"40,954",1,,666,706,"155,789",,,,,"72,102","601,871","5,619"
623,matty_matics,True,0.0,0.0,,1,1,"11,860",,,,736,773,,"1,550","8,851",,,46,"3,600",2,14,,16,"53,456",,,"362,941",,,,,,2,,,,,,14,24,9,4,,1,,,"1,935",4,,"1,058",,32,37,16,27,,,,,,,,2,"1,147","322,511",,"5,537",,,"72,562","68,605","150,562",,,,,"9,918","425,116","17,998"
625,TheRightAngle52,True,0.0,0.0,,,,"558,297",,,,131,"4,249",,,"9,723",,,,"1,619",1,11,,,"73,132",,,"545,644",,,,,,,,,,,1,18,21,,,,,12,,"2,512",4,,91,,6,18,,15,,,,,,,,5,"2,666","679,161",,"34,530",,,"1,496","1,537","149,158",,,,,"17,302","287,088","7,921"
637,DazrockFTW,True,0.0,0.0,,,,,,,,54,"8,009",,,6,,,107,"1,124",,1,,,"258,194",,6,"1,017,045",,,,,,,,,,,1,,5,,4,,,,,"3,942",7,,,,18,60,2,7,,,,,,,,,"1,724","597,790",,"16,923",,,"140,206","19,631","140,206",,,8,,"6,730","138,202","1,530"
642,FXMorph,True,0.0,0.0,,,,"6,760",,,,"2,733","14,176",,,"2,034",,,2,"1,400",1,26,,1,"44,356",,,"550,117",,,,,,,,,,,,15,17,,1,,,,,"1,968",1,,9,,4,57,2,29,,,,,,,,2,"2,818","215,193",,"1,516",,,"118,118","5,726","135,480",,,,,"1,082","499,546",144
645,BigNyash,True,0.0,0.0,,,,,,,,938,"2,060",,,890,,,1,"1,083",2,3,,,"30,263",,,"557,105",,,,,,,,,,,,4,1,,5,,,,,"2,087",3,,5,,85,39,3,8,,,,,,,,1,"1,237","327,294",,"2,621",,,"55,085","13,969","131,392",,,,,"2,417","290,173","54,462"
647,Selenyx,True,0.0,0.0,,,1,"1,101,014",,,,"1,488","1,164",,,495,,,,520,,,,,"21,527",,,"192,374",,,,,,,,,,,,,,,1,,,,,"1,537",4,,3,,5,9,,11,,,,,,,,6,955,"282,994",,"78,198",,,"130,710","8,387","130,710",,,,,"36,671","714,978","13,633"
649,slowoffal,True,0.0,1.0,,,,"77,120",,,,"9,638","2,287",,"1,288","2,382",,,,896,1,8,,,"47,225",,,"583,119",,,,,,,,,,,,7,,,,,,,,"2,411",1,,12,,1,19,2,18,,,1,,,,,,"1,378","199,083",,"56,926",,,"1,124","1,163","129,678",,,,,"24,650","244,558","20,927"
657,SoS_Eclipse,True,0.0,0.0,,,,"105,802",,,,"2,106","9,363",,"6,366","11,263",,,,"4,209",2,32,,,"74,667",,,"1,771,594",,,5,,,,,,,,,,2,,2,,,,,"4,236",1,,66,,12,32,3,8,,,,,,,,,"7,427","270,462",,"8,513",,,"60,562","5,583","120,832",,,,,"16,271","175,862","5,400"
662,NeoM4niac,True,0.0,0.0,,,,"218,880",,,,"1,018","9,969",,60,"2,600",,,,575,1,9,,,"67,718",,,"588,383",,,,,,1,,,,,,1,,,2,,,,,"2,138",4,,26,,12,21,5,16,,,,1,,,,3,"2,923","219,633",,"18,275",1,,"86,798","12,304","114,858",,,,,"12,515","232,531","6,724"
668,T_Bloom,True,0.0,0.0,,,,"25,860",,,,"1,388","1,400",,,,,,6,44,,5,,,"20,799",,,"264,348",,,,2,,,,,,,,,,,1,,,,,925,2,,,,27,17,1,7,,,,,,,,,939,"340,433",,"6,916",,,"105,481","19,702","105,481",,,,,"8,474","187,864","2,457"
670,Knyll,True,0.0,0.0,,,,"153,791",,,,,"2,992",,,"3,916",,,,"1,997",4,1,,,"27,278",,,"156,041",,,,,,,,,,,,8,25,,6,,,,,"1,053",9,,35,,14,7,2,1,,,,,,,,4,"1,425","102,558",,"53,963",,,"37,023","2,990","104,448",,,,,"27,600","209,984","15,166"
677,_lwsn_,True,0.0,0.0,,,,"28,600",,,,,"2,526",,868,"1,851",,,,523,,,,,"38,678",,,"360,416",,,,,,,,,,,,15,6,,,,,,,"1,551",3,,10,,3,26,,2,,,,,,,,,"1,210","263,144",,"3,161",,,"100,772","10,261","100,772",,,,,"7,555","241,433","1,876"
